id,listing,title,link,abstract,creation_date,organization,grant_number,grant_org,grant_start,grant_end,grant_money,investigators,total_participants,male_participants,female_participants,source,creation_date_parsed,grant_start_parsed,grant_end_parsed,pct_male,pct_female,year,month,day,column,row
159,164,Sporadic Mutations and Autism Spectrum Disorders,https://nda.nih.gov/edit_collection.html?id=2093,Sporadic Mutations and Autism Spectrum Disorders,6/29/14,University of Washington,R01MH101221,University Of Washington,8/1/13,12/31/20,3357802,Evan E Eichler,11247,8376,2871,lab,6/29/14,8/1/13,12/31/20,0.744731929,0.255268071,2013,8,1,9,10
160,171,Neural Dimensions of Threat Reactivity and Regulation for Understanding Anxiety,https://nda.nih.gov/edit_collection.html?id=2100,"The immediate goal of this project is to use functional imaging to define dimensional constructs for reactivity and regulation of potential threat, within the Negative Valence system of the Research Domain Criteria (RDoC). By using these constructs we ground the understanding of anxiety in neural mechanisms, rather than using pre-set diagnostic boundaries, which have inherent assumptions about the structure of anxiety symptoms. In our community, the experience of anxiety is prevalent, and costs 47 ... more",7/29/14,Stanford University,R01MH101496,Palo Alto Veterans Instit For Research,8/1/13,7/31/17,1133862,Leanne Williams,197,90,107,lab,7/29/14,8/1/13,7/31/17,0.456852792,0.543147208,2013,8,1,9,11
161,194,Psychosis and Affective Research Domains and Intermediate Phenotypes (PARDIP),https://nda.nih.gov/edit_collection.html?id=2126,"Psychotic symptoms are present in a significant subset of individuals with Bipolar Disorder (BD) and carry devastating personal and clinical implications. Most biomedical research on BD has ignored the variable presentation of psychosis possibly overlooking biologically significant heterogeneity in BD; such heterogeneity may cause inconsistencies in the literature by treating BD as a homogenous category 7,18. The expression of psychosis in some BD patients (BD-P) and absence in others (BD-NP) may ... more",10/24/14,UT Southwestern Medical School,R01MH096900,University Of Georgia,8/1/13,6/30/16,222750,Carol Tamminga,311,135,176,lab,10/24/14,8/1/13,6/30/16,0.434083601,0.565916399,2013,8,1,9,12
164,241,The role of vasopressin in the social deficits of autism,https://nda.nih.gov/edit_collection.html?id=2197,"Autism is characterized by core social impairments which limit patients ability to form and maintain meaningful social relationships. At present, antipsychotic medications are the only pharmacotherapeutic option approved to treat autism. However, these agents mainly target associated symptoms (e.g., irritability), have unfavorable side-effects (e.g., lethargy, weight gain), and remain ineffective intreating the social features of this disorder. Developing new medications that specifically target ... more",4/30/15,Stanford University,R21MH100387,Stanford University,8/1/13,7/31/16,431750,Karen J. Parker and Antonio Hardan,39,33,6,lab,4/30/15,8/1/13,7/31/16,0.846153846,0.153846154,2013,8,1,9,13
162,204,"Early Childhood Perception, Cognitive Control and Neural Correlates",https://nda.nih.gov/edit_collection.html?id=2137,"The application proposes to examine the domain of Perception as applied to young infants. P50 sensory gating will be utilized as the primary measure of Perception. Three approaches will be utilized: (1) Examine if infant P50 sensory gating is predictive of 4 year-old behavior; (2) Examine if infant P50 sensory gating is related to 4 year-old measures of Perception, Attention, and Cognitive Control; and (3) Identify the neural correlates of infant P50 sensory gating utilizing fMRI. This work should ... more",6/27/15,University of Colorado Denver,R01MH101295,University Of Colorado Denver,8/1/13,6/30/17,818574,Randal Ross,352,103,249,lab,6/27/15,8/1/13,6/30/17,0.292613636,0.707386364,2013,8,1,9,14
163,206,Using CBT to examine circuitry of frustrative non-reward in aggressive children,https://nda.nih.gov/edit_collection.html?id=2139,"Frustrative non-reward is defined by reactions elicited in response to withdrawal or prevention of reward, most notably reactive aggression. The neural mechanisms of reactive aggression involve heightened amygdala arousal in response to frustration coupled with hypoactivity of prefrontal regions that subserve emotion regulation. This is a proposal for a randomized controlled trial of cognitive behavioral therapy (CBT) in children with high levels of aggression aimed at explicating the brain behavior ... more",9/27/15,Yale University,R01MH101514,Yale University,8/1/13,7/31/17,936428,Denis Sukhodolsky,101,72,29,lab,9/27/15,8/1/13,7/31/17,0.712871287,0.287128713,2013,8,1,9,15
165,203,Genetic Contributions of Negative Valence Systems to Internalizing Pathways,https://nda.nih.gov/edit_collection.html?id=2136,"Internalizing disorders (ID) represent the largest domain of emotional disturbances that affect the general population. In recent years, significant effort has been put into examining and defining basic dimensions of functioning (e.g., neural or physiologic) that cut across internalizing disorders as traditionally defined by current nosology. Thus, the goal of the current study is to examine relationships between measures constructed to probe negative valence system (NVS) expression (e.g., fear, ... more",6/27/15,Virginia Commonwealth University,R01MH101518,Virginia Commonwealth University,8/16/13,7/31/17,1315999,Roxann Roberson-Nay,617,243,374,lab,6/27/15,8/16/13,7/31/17,0.393841167,0.606158833,2013,8,16,9,16
166,144,The CHARGE Study: Childhood Autism Risks From Genetics and the Environment,https://nda.nih.gov/edit_collection.html?id=2066,"Few rigorous epidemiologic studies have addressed the environmental causes and biologic underpinnings of autism spectrum disorder (ASD). The CHARGE (CHildhood Autism Risks from Genetics and Environment) Study is a large, population-based case-control investigation of environmental risk factors, broadly defined, in relation to ASD and developmental delay without ASD symptoms, with referents from the general population.Fieldwork began In 2003, and by now CHARGE has published widely on exposures such ... more",10/30/13,"University of California, Davis",R01ES015359,University Of California At Davis,8/19/13,6/30/18,2478748,Irva Hertz-Picciotto,482,364,118,lab,10/30/13,8/19/13,6/30/18,0.755186722,0.244813278,2013,8,19,9,17
167,288,Early Identification of ASD: Translating Eye Tracking into Practice (Years 6-10),https://nda.nih.gov/edit_collection.html?id=2290,"Currently, parent report screening tools (e.g., M-CHAT, CSBS) are the only standardized screening options available to pediatricians for the early detection of autism. As demonstrated in our previous work (the 1-Year Well-Baby Check-Up Approach, Pierce et al., 2011), such screens have valuable strengths, but also weaknesses, including the impact of parent characteristics on how they rate their child's behavior and high false positive rates. Autism is a disorder that has its roots in abnormal early ... more",8/6/15,University of California San Diego,R01MH080134,"University Of California, San Diego",8/20/13,5/31/19,1974614,Karen Pierce,474,337,137,lab,8/6/15,8/20/13,5/31/19,0.710970464,0.289029536,2013,8,20,9,18
685,131,SSC total recall project,https://nda.nih.gov/edit_collection.html?id=2042,"This collection consists of sequencing and variation data resulting from the reanalysis of Whole Exome Sequences from 9047 individual subjects belonging to the Simons Simplex Collection (SSC). Original data were contributed by a collaboration between NDAR Collections 1878 (Eichler Lab, University of Washington), 1936 (Wigler Lab, Cold Spring Harbor Laboratories), and 1985 (State Lab, UCSF). Reanalysis of this data was done by members of the Eichler Lab, sequences were realigned to a common reference ... more",8/22/13,University of Washington,,,8/22/13,,,"Eichler, Evan",9054,5345,3709,lab,8/22/13,8/22/13,,0.590346808,0.409653192,2013,8,22,9,19
168,201,Negative Valence Brain Targets and Predictors of Anxiety and Depression Treatment,https://nda.nih.gov/edit_collection.html?id=2134,"Internalizing psychopathologies (IPs) involving depression and anxiety are among the most prevalent, costly and disabling illnesses. Treatments for IPs are available but the extent to which individual patients respond is quite heterogeneous. Little information exists, particularly in the biological domain, which helps to explain individual differences in treatment response. The NIMH Research Domain Criteria (RDoC) project may solve this problem by encouraging innovative research beyond certain categorical ... more",2/27/15,University of Illinois at Chicago,R01MH101497,University Of Illinois At Chicago,8/23/13,5/31/17,1291760,Kinh Luan Phan,151,54,97,lab,2/27/15,8/23/13,5/31/17,0.357615894,0.642384106,2013,8,23,9,20
686,132,Autism Spectrum Disorder - Inflammatory Subtype: Molecular Characterization,https://nda.nih.gov/edit_collection.html?id=2043,"Previously, we have reported that some of those 'poor responders' are characterized by fluctuating behavioral symptoms following immune insults (typically microbial infection), and persistent gastrointestinal (GI) symptoms. We have also found that peripheral blood (PB) monocytes (Mo) from those children have altered innate immune responses, as compared to normal/ASD case controls. This study categorized those subjects as the ASD-inflammatory subtype (ASD-IS). ASD-IS ... more",8/29/13,Saint Peter's University Hospital,,,8/29/13,,,Harumi Jyonouchi,110,89,21,lab,8/29/13,8/29/13,,0.809090909,0.190909091,2013,8,29,9,21
169,196,Biological Determinants of Brain Variation in Autism,https://nda.nih.gov/edit_collection.html?id=2129,"The goal of this research is to generate a genetic architecture of brain development. We aim to achieve this goal in two solid steps. We first utilize our existing brain MR imaging measurements (traditional MRI volumetry, brain connectivity, resting state activity) of 235 individuals, 125 with autism and 110 typically developing subjects, to build a data structure of brain regions of interest that have at least 50% estimated heritability for typical brains, sorted first by size and then by components ... more",11/24/14,University of Wisconsin-Madison,R01MH097464,University Of Wisconsin-Madison,8/29/13,7/31/19,2902976,Janet Lainhart,701,488,213,lab,11/24/14,8/29/13,7/31/19,0.696148359,0.303851641,2013,8,29,10,1
170,232,Neural markers of shared gaze during simulated social interactions in ASD \-Modal Automated Assessment of Behavior during Social Interactions in Children with ASD,https://nda.nih.gov/edit_collection.html?id=2179,"(1) Individuals with autism spectrum disorder (ASD) experience profound difficulty in social interactions. Problems maintaining eye contact, or shared gaze, emerge early in life and persist throughout development. The social challenges experienced by people with ASD are most evident in dynamic, interactive contexts; however, most brain research in ASD has studied neural responses to social information in less realistic contexts, such as passively viewing static faces on a computer monitor. ... more",4/30/15,Yale Child Study Center,R01MH100173,Yale University,8/29/13,6/30/16,932301,James McPartland and Adam Naples,191,127,64,lab,4/30/15,8/29/13,6/30/16,0.664921466,0.335078534,2013,8,29,10,2
171,166,The neurophysiology of sensory processing and multisensory integration in ASD,https://nda.nih.gov/edit_collection.html?id=2095,"Sensory atypicalities represent a cardinal feature of Autism Spectrum Disorders (ASD) and have been established as the source of much behavioral aggression, frustration, and functional impairment over the course of the lifespan within this population[1-3]. Research in this area generally has been clinically focused, and limited to descriptions of the phenomena [4-8], although there are notable exceptions.These include a small number of psychophysics studies that report that, compared with neurotypical ... more",6/29/14,Syracuse University,R01MH101536,Syracuse University,9/1/13,8/31/20,2069336,Natalie Russo,177,103,74,lab,6/29/14,9/1/13,8/31/20,0.581920904,0.418079096,2013,9,1,10,3
172,202,The Effects of Early Life Stress on Neurodevelopment in Children and Adolescents,https://nda.nih.gov/edit_collection.html?id=2135,"Early life stress (ELS) is a significant risk factor for the development of a range of psychiatric symptoms that cut across a number of diagnostic categories. The mechanisms through which ELS confers this heightened vulnerability, however, are poorly understood. Given that there are several million referrals involving alleged child maltreatment in the US each year, it is critical that investigators focus on elucidating the neuro developmental consequences of ELS and the mechanisms by which ELS-related ... more",2/27/15,Stanford University,R01MH101495,Stanford University,9/1/13,8/31/17,1587309,Ian Gotlib,513,148,365,lab,2/27/15,9/1/13,8/31/17,0.288499025,0.711500975,2013,9,1,10,4
173,291,Components of Emotional Processing in Toddlers with ASD,https://nda.nih.gov/edit_collection.html?id=2293,"Older individuals with ASD show deficits in the pragmatic and spontaneous use of emotional information, but little is known about emotional processing in the early stages of ASD. Our preliminary work suggests that deficits in emotion processing are present as early as at 12 months in the affected infants. In typical development, infants detect and orient towards affective cues in the first months of life. These attentional biases for affectively valenced information play a critical role in the development ... more",8/17/15,Yale University,R01MH100182,Yale University,9/1/13,5/31/19,3412696,Katarzyna Chawarska,231,150,81,lab,8/17/15,9/1/13,5/31/19,0.649350649,0.350649351,2013,9,1,10,5
174,339,DCTRS Personalized and Scalable Cognitive Remediation Approaches,https://nda.nih.gov/edit_collection.html?id=2361,"The extant literature on Cognitive Remediation (CR) for schizophrenia, an empirically based intervention, indicates that across treatment methods, CR has moderate effects on neurocognition and functional outcomes. However, substantial individual differences in response to CR interventions indicate a need to refine intervention strategies to better meet the specific neurocognitive and functional needs of treatment participants. Evidence that neurocognitive and psychological factors predict a strong ... more",3/28/16,Columbia University,R34MH100317,Columbia University Health Sciences,9/1/13,2/28/18,734933,Alice Medalia,67,47,20,lab,3/28/16,9/1/13,2/28/18,0.701492537,0.298507463,2013,9,1,10,6
175,644,Functional connectivity substrates of social and non-social deficits in ASD,https://nda.nih.gov/edit_collection.html?id=2710,"Over the past decade, the hypothesis that autism spectrum disorder (ASD) is a disorder of reduced long-range and increased local functional connectivity has been gaining traction. To date, however, there is no evidence of increased local functional connectivity in ASD. If, furthermore, ASD is indeed a disorder of functional connectivity, then similar abnormalities ought to manifest in both the social communication (core/defining) and the non-social communication (non-core/non-defining) domains of ... more",7/31/17,Massachusetts General Hospital,R01HD073254,Massachusetts General Hospital,9/1/13,11/30/18,3380960,Tal Kenet,59,51,8,lab,7/31/17,9/1/13,11/30/18,0.86440678,0.13559322,2013,9,1,10,7
176,142,Epidemiological Research on Autism in Jamaica - Phase II,https://nda.nih.gov/edit_collection.html?id=2063,"Autism Spectrum Disorders (ASDs) are complex lifelong neurodevelopmental and behavioral disorders manifesting in infancy or early childhood, characterized by impairments in social interaction and communication, and by repetitive, stereotyped behavior. Although the causes of ASD are unknown, the evidence suggests that the origins are likely the result of gene environment interaction occurring in utero or very early in infancy. The long term goal of this project is to expand our capacity for conducting ... more",10/30/13,UTHealth,R01ES022165,University Of Texas Hlth Sci Ctr Houston,9/12/13,4/30/22,2841184,Mohammad Rahbar,506,415,91,lab,10/30/13,9/12/13,4/30/22,0.820158103,0.179841897,2013,9,12,10,8
177,200,Dimensional RDoC Modeling across the Range of Negative Mood Dysfunction,https://nda.nih.gov/edit_collection.html?id=2133,"Integration of dimensional parameters from brain, performance, and self and other-report measures is key towards refining intermediate phenotypes (IPs) within the Research Domain Criteria (RDoC) proposal by NIMH. Currently, IPs do not align well with the disjunctive categorical diagnostic systems. In reality, the symptoms of Major Depressive Disorder (MDD) and Bipolar Disorder (BD) NOS and subthreshold condition shave significant overlap in symptoms and impact. There are likely shared disruptions ... more",2/27/15,University of Utah,R01MH101487,University Of Illinois At Chicago,9/18/13,5/31/17,1332264,Scott Langenecker,193,66,127,lab,2/27/15,9/18/13,5/31/17,0.341968912,0.658031088,2013,9,18,10,9
178,548,Integrative Molecular and Phenotype Analysis of 22q11.2 Deletion Syndrome,https://nda.nih.gov/edit_collection.html?id=2605,"22q11.2 microdeletion syndrome Velocardiofacial Syndrome 22q11DS occurs in about 13000 live births, and is the most frequent known recurrent genetic cause of schizophrenia, accounting for 1-2 percent of schizophrenia cases in the general population The overall goal of this project is to study neural progrenitors and neurons derived from human induced pluripotent stem cells iPSCs, in order to identify the cellular and molecular mechanisms underlying the neuropsychiatric phenotype in patients with ... more",3/8/17,Stanford University,R01MH100900,Stanford University,9/19/13,7/31/18,1807937,Joachim F. Hallmayer,67,23,44,lab,3/8/17,9/19/13,7/31/18,0.343283582,0.656716418,2013,9,19,10,10
687,133,Development of a new autism screening tool for traditionally underserved families,https://nda.nih.gov/edit_collection.html?id=2046,"The goal of this study is to improve identification of young children with autism spectrum disorders (ASD) from traditionally underserved populations by refining and testing the utility of a new ASD screening tool designed for use in families with low English literacy and comprehension challenges. To address this critical issue, investigators at CSH developed a new screening tool, designed to be completed by parents with literacy and comprehension challenges and by preschool staff serving children ... more",9/20/13,Children's Specialized Hospital,,,9/20/13,,,"Yvette Janvier, MD",477,346,131,lab,9/20/13,9/20/13,,0.725366876,0.274633124,2013,9,20,10,11
688,134,Efficacy of Relationship Development Intervention and Parent-Implemented Applied Behavior,https://nda.nih.gov/edit_collection.html?id=2049,"Relationship Development Intervention (RDI) is a relationship-based intervention focusing on recreating developmental milestones through meaningful interactions with parents. The primary goal of RDI is to increase the child's response to parents bid for JA and the child's initiation of JA with the parent. By increasing JA skills, spoken language should emerge. In contrast, Applied Behavior Analysis of Verbal Behavior (ABA/VB) increases spoken language directly using a scientific approach that has ... more",9/20/13,Rowan University,,,9/20/13,,,Mary Louise Kerwin Ph.D.,56,42,14,lab,9/20/13,9/20/13,,0.75,0.25,2013,9,20,10,12
689,145,Targeting GABA-A for the Treatment of Social Disability in Young Adults with Autism Spectrum Disorders: A Phase II Proof of Mechanism Trial,https://nda.nih.gov/edit_collection.html?id=2067,"Autism Spectrum Disorders (ASD) (DSM-V, APA 2013) include the Pervasive Developmental Disorders (PDDs) previously referred to as Autistic Disorder, Asperger's disorder and PDD-Not Otherwise Specified (NOS). ASD are chronic neurodevelopmental disorders of early childhood onset that are associated with substantial disability, sharing core delays in the development of social communication and interaction skills, and impairing restricted, repetitive behaviors. These disorders occur in all racial, ethnic, ... more",10/30/13,"University of California, Los Angeles",,,10/30/13,,,James T. McCracken,156,118,38,lab,10/30/13,10/30/13,,0.756410256,0.243589744,2013,10,30,10,13
690,146,Simons Foundation Autism Research Initiative (SFARI),https://nda.nih.gov/edit_collection.html?id=2068,"Launched in 2005, the Simons Foundation Autism Research Initiative (SFARI) is a research campaign within the Simons Foundation's overall suite of programs. SFARI's mission is to improve the diagnosis and treatment of autism spectrum disorders by funding innovative research of the highest quality and relevance. Although SFARI's priority is to benefit individuals challenged by these disorders, its efforts are certain to yield insights into the neural mechanisms of fundamental human capabilities, thereby ... more",10/30/13,Simons Foundation,,,10/30/13,,,Louis F. Reichardt,10256,6023,4233,lab,10/30/13,10/30/13,,0.587265991,0.412734009,2013,10,30,10,14
774,12,Transmission disequilibrium of small CNVs in simplex autism.,https://nda.nih.gov/study.html?id=312,"Cohorts: 411 ASD Quads from Simons Simplex Collection 177 Quads from Sanders et al. (PubMed ID: 22495306) 166 Quads from I. Iossifov et al. (PubMed ID: 22542183) 71 Quads from O'Roak et al. (PubMed ID: 22495309) Publication Abstract: We searched for disruptive, genic rare copy-number variants (CNVs) among 411 families affected by sporadic autism spectrum disorder (ASD) from the Simons Simplex Collection by using available exome sequence data and CoNIFER (Copy Number Inference from ... more",12/2/13,Burkhart Center for Autism Education and Research,,,12/2/13,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",1643,936,707,paper,12/2/13,12/2/13,,0.569689592,0.430310408,2013,12,2,10,15
775,13,Sporadic autism exomes reveal a highly interconnected protein network of de novo mutations.,https://nda.nih.gov/study.html?id=316,"In addition to cohorts of Parents (N=418), Siblings (N=50), and Probands (N=209), the publication publication describes a subset of male (N=47) and female (N=26) autistic subjects, with significant impairment and intellectual disability, and with cognitive impairment, respectively. These subsets have been defined based on hi/low IQ value in Supplementary Table 1 from the publication. Publication Abstract: It is well established that autism spectrum disorders (ASD) have a strong genetic component; ... more",12/2/13,Burkhart Center for Autism Education and Research,,,12/2/13,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",674,386,288,paper,12/2/13,12/2/13,,0.572700297,0.427299703,2013,12,2,10,16
776,14,Patterns and rates of exonic de novo mutations in autism spectrum disorders.,https://nda.nih.gov/study.html?id=317,"Notes: Data submitted to NDAR did not include interview age. Publication Abstract: Autism spectrum disorders (ASD) are believed to have genetic and environmental origins, yet in only a modest fraction of individuals can specific causes be identified. To identify further genetic risk factors, here we assess the role of de novo mutations in ASD by sequencing the exomes of ASD cases and their parents (n = 175 trios). Fewer than half of the cases (46.3%) carry a missense or nonsense de novo ... more",12/2/13,Burkhart Center for Autism Education and Research,,,12/2/13,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",82,69,13,paper,12/2/13,12/2/13,,0.841463415,0.158536585,2013,12,2,10,17
777,15,Comparative RNA editing in autistic and neurotypical cerebella.,https://nda.nih.gov/study.html?id=319,"Adenosine-to-inosine (A-to-I) RNA editing is a neurodevelopmentally regulated epigenetic modification shown to modulate complex behavior in animals. Little is known about human A-to-I editing, but it is thought to constitute one of many molecular mechanisms connecting environmental stimuli and behavioral outputs. Thus, comprehensive exploration of A-to-I RNA editing in human brains may shed light on gene-environment interactions underlying complex behavior in health and disease. Synaptic function ... more",12/2/13,Burkhart Center for Autism Education and Research,,,12/2/13,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",13,9,4,paper,12/2/13,12/2/13,,0.692307692,0.307692308,2013,12,2,10,18
778,16,Multiplex Targeted Sequencing Identifies Recurrently Mutated Genes in Autism Spectrum Disorders,https://nda.nih.gov/study.html?id=320,"Abstract: Exome sequencing studies of autism spectrum disorders (ASDs) have identified many de novo mutations but few recurrently disrupted genes. We therefore developed a modified molecular inversion probe method enabling ultra-low-cost candidate gene resequencing in very large cohorts. To demonstrate the power of this approach, we captured and sequenced 44 candidate genes in 2446 ASD probands. We discovered 27 de novo events in 16 genes, 59% of which are predicted to truncate proteins or disrupt ... more",12/2/13,Burkhart Center for Autism Education and Research,,,12/2/13,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",3108,2429,679,paper,12/2/13,12/2/13,,0.781531532,0.218468468,2013,12,2,10,19
779,17,Whole-genome sequencing in autism identifies hot spots for de novo germline mutation.,https://nda.nih.gov/study.html?id=322,"De novo mutation plays an important role in autism spectrum disorders (ASDs). Notably, pathogenic copy number variants (CNVs) are characterized by high mutation rates. We hypothesize that hypermutability is a property of ASD genes and may also include nucleotide-substitution hot spots. We investigated global patterns of germline mutation by whole-genome sequencing of monozygotic twins concordant for ASD and their parents. Mutation rates varied widely throughout the genome (by 100-fold) and could ... more",12/2/13,Burkhart Center for Autism Education and Research,,,12/2/13,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",41,22,19,paper,12/2/13,12/2/13,,0.536585366,0.463414634,2013,12,2,10,20
780,18,Exome sequencing in sporadic autism spectrum disorders identifies severe de novo mutations,https://nda.nih.gov/study.html?id=323,"Evidence for the etiology of autism spectrum disorders (ASDs) has consistently pointed to a strong genetic component complicated by substantial locus heterogeneity. We sequenced the exomes of 20 individuals with sporadic ASD (cases) and their parents, reasoning that these families would be enriched for de novo mutations of major effect. We identified 21 de novo mutations, 11 of which were protein altering. Protein-altering mutations were significantly enriched for changes at highly conserved residues. ... more",12/2/13,Burkhart Center for Autism Education and Research,,,12/2/13,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",60,38,22,paper,12/2/13,12/2/13,,0.633333333,0.366666667,2013,12,2,10,21
179,152,Modifiable Behavior & Dietary Predictors of Overweight in Children with ASD,https://nda.nih.gov/edit_collection.html?id=2079,"Pediatric overweight has reached epidemic levels and, at 36%, children with autism spectrum disorder (ASD)have a higher rate of overweight than typically developing children. Pediatric overweight is a major health problem because it is linked to childhood onset of dyslipidemia, hypertension, high blood sugar, and Type 2 Diabetes. Also youths who grow up overweight, will as adults, face higher rates of hypertension, heart disease,atherosclerosis, colorectal cancer, arthritis, and chronic overweight. ... more",3/14/14,University of Kansas,R21HD076116,University Of Kansas Medical Center,1/1/14,12/31/16,423694,Susana Patton,80,62,18,lab,3/14/14,1/1/14,12/31/16,0.775,0.225,2014,1,1,11,1
180,153,Smart Early Screening for Autism and Communication Disorders in Primary Care,https://nda.nih.gov/edit_collection.html?id=2080,"There is a pressing need to build the capacity of communities to follow the guidelines of the American Academy of Pediatrics to screen all children for ASD at 18 and 24 months (Johnson & Myers, 2007) as research indicates that earlier intervention maximizes outcomes. In response to PA-10-158, the overarching purpose of this investigation is to validate the effectiveness of a new automated online version of the Early Screening for Autism and Communication Disorders the Smart ESAC, that uses smart ... more",3/14/14,Florida State University,R01HD078410,Florida State University,1/1/14,12/31/19,2454193,Amy Wetherby,389,274,115,lab,3/14/14,1/1/14,12/31/19,0.70437018,0.29562982,2014,1,1,11,2
181,242,Pivotal Response Treatment Package for Young Children with Autism,https://nda.nih.gov/edit_collection.html?id=2198,"Over the last decade, considerable progress has been made to increase our understanding of the pathophysiology of autism spectrum disorder (ASD), but limited progress has been made in identifying effective interventions. The goal of this investigation is to build on our preliminary findings and conduct a randomized controlled 24-week pilot trial to examine the efficacy of a pivotal response treatment package (PRT-P) in improving language expression in young children with ASD. Pivotal response treatment ... more",4/30/15,Stanford University,R21DC013689,Stanford University,1/1/14,12/31/16,439368,Antonio Hardan,52,47,5,lab,4/30/15,1/1/14,12/31/16,0.903846154,0.096153846,2014,1,1,11,3
182,313,Genomic Mosaicism in Developing Human Brain,https://nda.nih.gov/edit_collection.html?id=2330,"In this project we are testing to what extent subpopulation of cells of the brain accumulate changes in their genes during development, a phenomenon called somatic mosaicism.",12/9/15,Yale University,R01MH100914,Yale University,1/1/14,12/31/19,3515307,Flora Vaccarino,5,2,3,lab,12/9/15,1/1/14,12/31/19,0.4,0.6,2014,1,1,11,4
781,20,A genome-wide scan for common alleles affecting risk for autism.,https://nda.nih.gov/study.html?id=325,"Publication authors did not provide a list of Subject IDs used in this publication, cohorts in this study consist of all subjects with SNP genotyping data deposited with NDAR under data-set 8133. Publication Abstract: Although autism spectrum disorders (ASDs) have a substantial genetic basis, most of the known genetic risk has been traced to rare variants, principally copy number variants (CNVs). To identify common risk variation, the Autism Genome Project (AGP) Consortium genotyped 1558 rigorously ... more",1/2/14,Burkhart Center for Autism Education and Research,,,1/2/14,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",3843,2368,1475,paper,1/2/14,1/2/14,,0.616185272,0.383814728,2014,1,2,11,5
782,21,Functional impact of global rare copy number variation in autism spectrum disorders.,https://nda.nih.gov/study.html?id=327,"Data submitter did not provide a listing of specific Subject IDs used in this publication. Cohorts consist of all subjects with CNV data deposited in NDAR from the Autism Genome Project. Data was not provided for non-parental controls. Publication Abstract: The autism spectrum disorders (ASDs) are a group of conditions characterized by impairments in reciprocal social interaction and communication, and the presence of restricted and repetitive behaviours. Individuals with an ASD vary greatly ... more",1/2/14,Burkhart Center for Autism Education and Research,,,1/2/14,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",69,55,14,paper,1/2/14,1/2/14,,0.797101449,0.202898551,2014,1,2,11,6
183,147,Eyeblink conditioning in school-aged children with ASD,https://nda.nih.gov/edit_collection.html?id=2070,Our project seeks to apply an objective behavioral measure of brain function that may identify sites of neural dysfunction in autism spectrum disorder (ASD). Our paradigm will be a robust measure of associative learning- Pavlovian eyeblink conditioning (EBC) to assess how fundamental building-blocks of higher brain function may be disrupted in school-aged children with ASD. The subjects will be 99 10-year-old children that are currently participating in one of two longitudinal studies examining: ... more,1/17/14,Seattle Children's Research Institute,R01MH100887,Seattle Childrens Hospital,2/13/14,12/31/19,2587820,John Welsh,86,66,20,lab,1/17/14,2/13/14,12/31/19,0.76744186,0.23255814,2014,2,13,11,7
184,151,Gaze Modification Strategies for Toddlers with ASD,https://nda.nih.gov/edit_collection.html?id=2077,"Recent eye tracking studies have shown that 20 month old toddlers with autism spectrum disorders (ASD), as compared to typically developing (TD) and developmentally delayed (DD) toddlers, attend less to the shared activities of others 1 as well as to faces trying to engage them using direct eye contact and child directed speech 2 (i.e. bids for dyadic engagement). Since attending to others, and especially their actions, is critically linked to both social skill development and observational learning, ... more",3/14/14,Seattle Children's Research Institute,R21MH102572,Yale University,2/13/14,10/31/16,457875,Frederick Shic,81,53,28,lab,3/14/14,2/13/14,10/31/16,0.654320988,0.345679012,2014,2,13,11,8
185,1009,Brain Network Development in Normal and Autistic Children,https://nda.nih.gov/edit_collection.html?id=3111,"MRI data, neuropsychological assessment of normal and autistic children ages 5-12 years.",12/17/18,University of Utah,K08MH100609,University Of Utah,2/17/14,1/31/19,759456,Brandon A. Zielinski,1,1,0,lab,12/17/18,2/17/14,1/31/19,1,0,2014,2,17,11,9
186,150,Treatment of anxiety in autism spectrum disorder,https://nda.nih.gov/edit_collection.html?id=2076,"Comorbid anxiety disorders affect 40 to 50% of children with ASD, causing substantial distress and impairmentover and above that caused by ASD alone. High anxiety is associated with increased severity of ASDsymptoms and social maladjustment in affected youth. Further, parents of children with ASD consider anxietyrelatedproblems to be among the top two challenges facing their children. Although standard practicecognitive-behavioral therapy (CBT) has been established as an efficacious and safe treatment ... more",3/14/14,University of South Florida,R01HD080097,Temple Univ Of The Commonwealth,2/20/14,1/31/18,563453,"Jeffrey Wood, Eric Storch and Philip Kendall",154,119,35,lab,3/14/14,2/20/14,1/31/18,0.772727273,0.227272727,2014,2,20,11,10
